0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
34,DI YOGYAKARTA,6,2,1,595,-,-,21,49,9,1,22,1,-,,
35,JAWA TIMUR,99,4,1,136.681,5,17,75,33.738,37,28,22,1,3,,
36,BANTEN,9,-,-,7.534,97,-,174,2.825,5,3,22,1,-,,
51,BALI,5,-,-,6,-,2,-,9,-,-,22,1,-,,
52,"NUSA TENGGARA
BARAT",19,-,-,15.066,18,-,250,3.829,4,-,22,1,-,,
53,"NUSA TENGGARA
TIMUR",1,-,-,-,1,10,-,-,1,1,22,1,-,,
61,KALIMANTAN BARAT,19,1,-,31.650,1,4,9,6.915,-,-,22,1,-,,
62,"KALIMANTAN
TENGAH",30,-,-,95.568,-,1,-,9.344,70,44,22,1,15,,
63,"KALIMANTAN
SELATAN",20,-,-,22.048,1,-,-,1.476,-,-,22,1,-,,
64,KALIMANTAN TIMUR,12,-,-,85.937,18,-,3,976,3,3,22,1,2,,
65,KALIMANTAN UTARA,5,-,-,-,-,8,5,772,2,1,22,1,-,,
71,SULAWESI UTARA,5,4,-,17.401,53,20,826,682,-,-,22,1,-,,
72,SULAWESI TENGAH,18,5,31,20.090,453,7,80,3.404,8,4,22,1,6,,
73,SULAWESI SELATAN,46,86,48,359.458,643,114,1.092,45.575,133,64,22,1,25,,
74,"SULAWESI TENG-
GARA",8,2,-,165.194,1.390,1.016,4.296,1.840,30,46,22,1,8,,
75,GORONTALO,3,-,-,5.780,1,4,-,717,2,1,22,1,-,,
76,SULAWESI BARAT,6,-,-,6.819,71,23,145,75,2,1,22,1,-,,
81,MALUKU,11,-,-,2.889,-,-,41,530,2,-,22,1,-,,
82,MALUKU UTARA,11,-,-,759,2,-,-,1.295,5,5,22,1,2,,
91,PAPUA BARAT,10,-,-,6.482,3,1,-,1.017,-,-,22,1,-,,
94,PAPUA,12,194,983,189.536,714,6,918,3.733,17,24,22,1,5,,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,23,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",23,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,23,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),23,1,(13),(14),(15)
11,ACEH,1101,SIMEULUE,9,-,,7.484,,,207,1.554,23,1,6,3,-
,,1102,"ACEH
SINGKIL",4,-,,23.601,1,,2,134,23,1,-,1,-
,,1103,"ACEH
SELATAN",9,-,,13.374,,9,51,229,23,1,2,1,-
,,1104,"ACEH TENG-
GARA",7,-,,9.341,4,2,2,2.204,23,1,-,-,-
,,1105,ACEH TIMUR,6,-,,1.408,,,,35,23,1,-,-,-
,,1107,ACEH BARAT,2,-,,1.847,,,,98,23,1,-,-,-
,,1109,PIDIE,3,-,,208,1,,11,43,23,1,-,-,-
,,1110,BIREUEN,1,-,,5,,,,10,23,1,-,-,-
,,1111,ACEH UTARA,2,-,,3.274,,,,218,23,1,-,-,-
,,1112,"ACEH BARAT
DAYA",4,-,,275,,,,,23,1,-,-,-
,,1113,GAYO LUES,2,-,,145,3,,,29,23,1,-,-,-
,,1115,NAGAN RAYA,1,-,,352,,,,,23,1,-,-,-
,,1116,ACEH JAYA,7,-,-,4.354,-,-,-,520,23,1,-,-,-
,,1118,PIDIE JAYA,1,-,,-,,,,30,23,1,-,-,-
,,1172,"KOTA
SABANG",1,-,,-,,1,,,23,1,-,-,-
,,1173,"KOTA
LANGSA",2,-,,2.056,,,,166,23,1,-,-,-
,,1174,"KOTA LHOK-
SEUMAWE",1,-,,-,,,,20,23,1,-,-,-
,,1175,"KOTA SUBU-
LUSSALAM",3,-,,3.347,,,,,23,1,-,-,-
12,"SUMA-
TERA
UTARA",1201,NIAS,1,-,,-,,,,3,23,1,-,-,-
,,1202,"MANDAILING
NATAL",1,-,,300,,,,60,23,1,10,2,1
,,1203,"TAPANULI
SELATAN",1,-,-,-,,,,3,23,1,-,-,-
,,1207,"LABUHAN
BATU",1,-,,125,,,,,23,1,-,-,-
,,1208,ASAHAN,6,-,,2.510,,,,529,23,1,1,2,-
,,1212,"DELI SER-
DANG",1,-,,-,1,,,,23,1,-,-,-
,,1213,LANGKAT,2,-,,500,,,,606,23,1,-,-,-
,,1217,SAMOSIR,2,1,1,40,4,,4,,23,1,-,-,-
,,1219,BATU BARA,1,-,,-,,,,1.048,23,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,24,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",24,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,24,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),24,1,(13),(14),(15)
,,1223,"LABUHAN
BATU UTARA",1,5,,744,27,,28,114,24,1,-,-,-
,,1275,KOTA MEDAN,4,-,,14.843,,,,4.254,24,1,-,-,-
,,1277,"KOTA
PADANG
SIDEMPUAN",1,-,,-,8,,,145,24,1,-,-,-
13,"SUMA-
TERA
BARAT",1302,"PESISIR
SELATAN",1,-,,710,,,,546,24,1,-,-,-
,,1306,"PADANG
PARIAMAN",3,3,2,-,5,,1,545,24,1,-,1,-
,,1307,AGAM,3,-,1,77,5,9,,7,24,1,1,1,-
,,1308,"LIMA PULUH
KOTA",6,2,1,7.602,62,,2,480,24,1,1,-,-
,,1309,PASAMAN,2,-,,200,1,,,,24,1,-,1,-
,,1310,"SOLOK
SELATAN",5,1,,18.340,56,18,44,4.208,24,1,7,5,1
,,1311,"DHARMAS-
RAYA",2,1,,300,,,,30,24,1,-,-,-
,,1312,"PASAMAN
BARAT",2,1,,-,,2,,45,24,1,-,-,-
,,1373,"KOTA
SAWAHL-
UNTO",2,1,-,5,,,,2,24,1,-,-,-
,,1375,"KOTA BUKIT-
TINGGI",2,-,2,545,,,,117,24,1,-,-,-
,,1376,"KOTA PAYA-
KUMBUH",1,-,,-,,,,56,24,1,-,-,-
14,RIAU,1401,"KUANTAN
SINGINGI",2,-,,1.645,42,,70,2.258,24,1,-,-,-
,,1402,"INDRAGIRI
HULU",2,-,,-,,,,213,24,1,-,-,-
,,1404,PELALAWAN,3,-,,7.174,,,,2.489,24,1,-,-,-
,,1406,KAMPAR,1,-,,39.635,,,,1.319,24,1,-,-,-
,,1407,ROKAN HULU,4,-,,10.661,,,,4.252,24,1,-,-,-
,,1409,ROKAN HILIR,3,-,,35,,,,738,24,1,-,-,-
,,1471,"KOTA PEKAN-
BARU",1,1,,-,,,,,24,1,-,-,-
15,JAMBI,1501,KERINCI,2,-,,473,,,,111,24,1,-,-,-
,,1502,MERANGIN,3,-,,-,,,,772,24,1,-,-,-
,,1503,"SAROLAN-
GUN",4,-,,16.970,,,,3.127,24,1,1,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,25,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",25,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,25,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),25,1,(13),(14),(15)
,,1504,BATANGHARI,1,-,,50,,,,,25,1,2,-,-
,,1506,"TANJUNG
JABUNG
TIMUR",2,-,,220,,,,28,25,1,-,-,-
16,"SUMA-
TERA
SELATAN",1601,"OGAN
KOMERING
ULU",4,-,,150,,,,1.446,25,1,1,-,-
,,1602,"OGAN
KOMERING
ILIR",3,-,,444,,,,347,25,1,-,-,-
,,1603,MUARA ENIM,1,-,,95,,,,19,25,1,-,-,-
,,1604,LAHAT,2,-,,-,7,,73,,25,1,1,1,-
,,1605,MUSI RAWAS,2,-,,2.010,,,,291,25,1,-,-,1
,,1606,"MUSI BANYU
ASIN",5,-,-,5.505,,,,441,25,1,1,1,-
,,1607,BANYUASIN,2,-,,-,,,,164,25,1,-,-,-
,,1608,"OGAN
KOMERING
ULU SELATAN",6,2,1,-,1,,,38,25,1,4,-,-
,,1610,OGAN ILIR,2,-,,675,,,,135,25,1,1,-,-
,,1611,"EMPAT
LAWANG",1,-,,90,27,,,50,25,1,-,-,-
,,1612,"PENUKAL
ABAB LEMA-
TANG ILIR",1,-,,-,,,,20,25,1,-,-,-
,,1613,"MUSI RAWAS
UTARA",1,-,,12.860,,,,1.802,25,1,-,-,-
17,"BENG-
KULU",1701,"BENGKULU
SELATAN",1,-,,90,1,2,15,,25,1,-,-,-
,,1702,"REJANG
LEBONG",1,-,,815,6,17,15,,25,1,1,1,-
,,1703,"BENGKULU
UTARA",1,-,,3.888,,,,942,25,1,-,-,2
,,1704,KAUR,1,1,,4.851,65,151,468,850,25,1,7,4,1
,,1705,SELUMA,4,1,,3.645,12,,30,169,25,1,-,3,1
,,1706,MUKOMUKO,1,-,,1.609,12,,13,300,25,1,-,-,-
,,1707,LEBONG,1,-,,5.870,3,,,,25,1,3,-,1
,,1708,KEPAHIANG,2,4,,1.871,33,17,230,356,25,1,2,-,1
,,1709,"BENGKULU
TENGAH",1,21,4,21.163,63,246,156,125,25,1,9,3,-
,,1771,"KOTA BENG-
KULU",2,3,,30.012,39,383,54,4.714,25,1,5,7,1
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,26,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",26,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,26,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),26,1,(13),(14),(15)
18,"LAM-
PUNG",1801,"LAMPUNG
BARAT",3,-,,25,1,,30,8,26,1,-,-,-
,,1802,TANGGAMUS,2,-,,-,18,17,,437,26,1,-,-,-
,,1805,"LAMPUNG
TENGAH",1,-,,660,,,,101,26,1,-,-,-
,,1807,WAY KANAN,1,-,,557,,,,3,26,1,-,-,-
,,1808,"TULANG
BAWANG",1,1,,8.940,,,,1.277,26,1,-,-,-
,,1809,PESAWARAN,1,1,,-,,,,1.212,26,1,-,-,-
,,1871,"KOTA
BANDAR
LAMPUNG",1,-,,-,2,,,2.528,26,1,4,-,-
19,"KEPU-
LAUAN
BANGKA
BE-
LITUNG",1901,BANGKA,4,-,1,478,,,116,77,26,1,1,1,-
,,1902,BELITUNG,3,-,,2.829,,,155,300,26,1,-,-,-
,,1904,"BANGKA
TENGAH",1,-,,-,,,,,26,1,-,-,-
,,1905,"BANGKA
SELATAN",1,-,,-,,,,31,26,1,-,-,-
,,1971,"KOTA PANG-
KALPINANG",3,-,,157,,,,119,26,1,-,-,-
21,"KEPU-
LAUAN
RIAU",2102,BINTAN,1,-,,1.400,,,1,130,26,1,3,1,-
31,"DKI
JAKARTA",3171,"KOTA JAKAR-
TA SELATAN",1,2,,2.258,,,,,26,1,-,-,-
,,3172,"KOTA JAKAR-
TA TIMUR",1,-,,-,,,,,26,1,-,-,-
32,"JAWA
BARAT",3201,BOGOR,18,1,,6.316,3,11,45,698,26,1,1,2,-
,,3202,SUKABUMI,5,-,,191,9,5,20,33,26,1,-,-,-
,,3203,CIANJUR,1,-,,26,,,,3,26,1,-,-,-
,,3204,BANDUNG,8,3,,156.025,8,10,,20.297,26,1,12,53,-
,,3205,GARUT,15,-,-,380,5,3,50,380,26,1,4,3,-
,,3208,KUNINGAN,4,-,,95,1,,17,10,26,1,-,-,1
,,3209,CIREBON,11,-,-,19.363,-,-,-,4.257,26,1,3,8,-
,,3210,"MAJALENG-
KA",7,-,-,-,,,13,308,26,1,2,4,-
,,3211,SUMEDANG,2,-,,-,,,,295,26,1,1,1,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,27,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",27,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,27,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),27,1,(13),(14),(15)
,,3212,INDRAMAYU,1,-,,25.833,,,,8.271,27,1,-,-,-
,,3213,SUBANG,1,-,,-,,,,523,27,1,-,-,-
,,3215,KARAWANG,3,-,,931,,,,248,27,1,2,3,-
,,3216,BEKASI,8,-,,7.515,,,,978,27,1,1,-,-
,,3217,"BANDUNG
BARAT",4,-,,752,9,,10,55,27,1,-,1,-
,,3271,KOTA BOGOR,5,-,1,581,,,,78,27,1,-,1,-
,,3272,"KOTA SUKA-
BUMI",1,-,,-,,,,7,27,1,-,-,-
,,3273,"KOTA BAND-
UNG",1,-,,1.650,,,,123,27,1,1,-,-
,,3275,KOTA BEKASI,4,-,,2.432,,,300,4,27,1,-,-,-
,,3278,"KOTA TASIK-
MALAYA",6,-,,19,2,,,15,27,1,-,-,-
33,"JAWA
TENGAH",3301,CILACAP,6,-,4,875,,,4,53,27,1,-,-,-
,,3302,BANYUMAS,4,-,,154,,,7,53,27,1,-,-,-
,,3303,"PURBAL-
INGGA",2,-,,581,,3,,91,27,1,-,-,-
,,3304,"BANJARNE-
GARA",1,-,,-,,,,,27,1,-,-,-
,,3305,KEBUMEN,2,-,,4.388,,,,48,27,1,-,-,-
,,3306,PURWOREJO,3,-,,40.407,,,3,3.303,27,1,2,-,-
,,3307,WONOSOBO,2,-,,20,,,1,3,27,1,-,-,-
,,3308,MAGELANG,3,4,2,70,,,,16,27,1,-,-,-
,,3309,BOYOLALI,3,-,,12,,,,4,27,1,-,-,-
,,3310,KLATEN,1,-,,40,,,,,27,1,-,-,-
,,3311,SUKOHARJO,1,-,,1.455,,,,181,27,1,-,-,-
,,3312,WONOGIRI,3,-,,269,,,,83,27,1,-,-,-
,,3314,SRAGEN,4,-,,800,,,,174,27,1,-,-,-
,,3315,GROBOGAN,7,-,,125,,30,,867,27,1,1,2,-
,,3316,BLORA,2,-,,40,,,,387,27,1,-,-,-
,,3317,REMBANG,1,-,,-,,,,100,27,1,-,-,-
,,3318,PATI,12,-,,11.125,-,-,6,3.057,27,1,1,-,-
,,3319,KUDUS,3,1,,2.326,,,,597,27,1,-,-,-
,,3320,JEPARA,6,-,1,-,,,,268,27,1,-,-,-
,,3321,DEMAK,3,-,,7,,,,180,27,1,-,-,-
,,3322,SEMARANG,2,1,1,-,,,,,27,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,28,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",28,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,28,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),28,1,(13),(14),(15)
,,3323,"TEMANGGU-
NG",5,-,,39,,,,9,28,1,-,-,-
,,3324,KENDAL,7,-,2,-,,,,67,28,1,1,-,-
,,3325,BATANG,1,-,,950,,,,,28,1,-,-,-
,,3326,PEKALONGAN,2,-,,10.644,,,,1.364,28,1,4,-,-
,,3327,PEMALANG,1,6,,-,,,,,28,1,-,-,-
,,3328,TEGAL,2,-,,9.390,,,,2.403,28,1,-,-,-
,,3329,BREBES,7,-,-,-,1,,1,500,28,1,-,-,-
,,3372,"KOTA
SURAKARTA",2,-,,555,,,,518,28,1,-,-,-
,,3374,"KOTA SEMA-
RANG",9,1,,14.289,,2,4,174,28,1,-,-,-
,,3375,"KOTA PEKA-
LONGAN",2,-,,908,,,5,,28,1,-,-,-
,,3376,KOTA TEGAL,2,-,,7,,,,356,28,1,-,-,-
34,"DI YOGY-
AKARTA",3401,"KULONPRO-
GO",1,-,,-,,,19,,28,1,-,-,-
,,3402,BANTUL,2,2,1,270,,,2,,28,1,5,-,-
,,3403,"GUNUNG-
KIDUL",2,-,,325,,,,46,28,1,4,1,-
,,3404,SLEMAN,1,-,,-,,,,3,28,1,-,-,-
35,"JAWA
TIMUR",3502,PONOROGO,3,-,,543,1,,1,6,28,1,1,1,-
,,3503,TRENGGALEK,2,-,,9.058,,,29,527,28,1,-,1,-
,,3504,"TULUNGA-
GUNG",1,-,,-,,,,113,28,1,-,-,-
,,3505,BLITAR,1,-,,1.500,,,,,28,1,-,-,-
,,3506,KEDIRI,2,-,,468,,,,90,28,1,-,-,-
,,3508,LUMAJANG,4,-,,2.024,,,,392,28,1,-,-,-
,,3509,JEMBER,6,-,,9.030,,,,665,28,1,1,3,-
,,3510,"BANYU-
WANGI",5,1,-,-,,,,58,28,1,-,-,-
,,3512,SITUBONDO,1,-,,-,,,,,28,1,-,-,-
,,3513,"PROBOL-
INGGO",1,-,,1.610,,,,,28,1,-,-,-
,,3514,PASURUAN,6,-,,20.550,,1,,3.804,28,1,-,-,-
,,3515,SIDOARJO,2,-,,2.490,,,,498,28,1,-,-,-
,,3516,MOJOKERTO,12,-,,2.118,1,9,7,1.176,28,1,-,-,1
,,3517,JOMBANG,5,-,-,12.299,,,,2.522,28,1,-,-,-
,,3518,NGANJUK,5,-,,884,1,6,,967,28,1,-,-,-
,,3519,MADIUN,3,-,,17.328,2,,,4.321,28,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,29,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",29,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,29,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),29,1,(13),(14),(15)
,,3520,MAGETAN,1,-,,1.797,,,,494,29,1,-,-,-
,,3521,NGAWI,1,-,,22.450,,,,3.087,29,1,-,-,-
,,3522,BOJONEGORO,5,-,,18.485,,1,,3.716,29,1,16,13,-
,,3523,TUBAN,2,-,,3.240,,,,682,29,1,5,7,-
,,3524,LAMONGAN,5,-,,3.452,,,,434,29,1,3,-,-
,,3525,GRESIK,17,2,-,1.040,,,,8.440,29,1,11,3,2
,,3526,BANGKALAN,2,-,,6.315,,,,600,29,1,-,-,-
,,3527,SAMPANG,1,-,1,-,,,,,29,1,-,-,-
,,3528,PAMEKASAN,2,-,,-,,,36,1.138,29,1,-,-,-
,,3577,"KOTA
MADIUN",1,-,,-,,,,8,29,1,-,-,-
,,3578,"KOTA SURA-
BAYA",1,1,,-,,,,,29,1,-,-,-
,,3579,KOTA BATU,2,-,,-,,,2,,29,1,-,-,-
36,BANTEN,3602,LEBAK,3,-,,563,96,,25,470,29,1,4,3,-
,,3604,SERANG,3,-,,2.498,,,149,200,29,1,1,-,-
,,3671,"KOTA TAN-
GERANG",1,-,,688,,,,,29,1,-,-,-
,,3672,"KOTA
CILEGON",2,-,,3.785,1,,,2.155,29,1,-,-,-
51,BALI,5101,JEMBRANA,2,-,,6,,,,,29,1,-,-,-
,,5103,BADUNG,1,-,,-,,,,1,29,1,-,-,-
,,5107,"KARANGAS-
EM",2,-,,-,,2,,8,29,1,-,-,-
52,"NUSA
TENG-
GARA
BARAT",5201,"LOMBOK
BARAT",1,-,,75,,,,,29,1,-,-,-
,,5202,"LOMBOK
TENGAH",2,-,,248,,,,417,29,1,-,-,-
,,5204,SUMBAWA,2,-,,145,,,,45,29,1,-,-,-
,,5205,DOMPU,2,-,,6.245,3,,,1.406,29,1,-,-,-
,,5206,BIMA,4,-,,1.550,15,,250,593,29,1,4,-,-
,,5207,"SUMBAWA
BARAT",4,-,-,825,,,,204,29,1,-,-,-
,,5208,"LOMBOK
UTARA",1,-,,158,,,,52,29,1,-,-,-
,,5272,KOTA BIMA,3,-,,5.820,,,,1.112,29,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,30,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",30,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,30,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),30,1,(13),(14),(15)
53,"NUSA
TENG-
GARA
TIMUR",5309,"FLORES
TIMUR",1,-,,-,1,10,,,30,1,1,1,-
61,"KALIM-
ANTAN
BARAT",6101,SAMBAS,1,-,,890,,,,174,30,1,-,-,-
,,6103,LANDAK,3,1,,16.213,,,1,4.593,30,1,-,-,-
,,6104,MEMPAWAH,1,-,,2.948,,,,,30,1,-,-,-
,,6105,SANGGAU,4,-,,4.317,,,8,348,30,1,-,-,-
,,6108,"KAPUAS
HULU",1,-,,-,,,,40,30,1,-,-,-
,,6109,SEKADAU,5,-,,3.131,1,,,1.592,30,1,-,-,-
,,6110,MELAWI,1,-,,1.157,,4,,168,30,1,-,-,-
,,6112,KUBU RAYA,1,-,,2.750,,,,,30,1,-,-,-
,,6172,"KOTA SING-
KAWANG",2,-,,244,,,,,30,1,-,-,-
62,"KALIM-
ANTAN
TENGAH",6201,"KOTAWAR-
INGIN BARAT",3,-,,247,,,,80,30,1,-,1,-
,,6202,"KOTAWAR-
INGIN TIMUR",3,-,,2.445,,,,101,30,1,-,-,-
,,6203,KAPUAS,3,-,,9.865,,,,1.473,30,1,6,2,-
,,6204,"BARITO
SELATAN",1,-,,51,,,,15,30,1,-,-,-
,,6205,"BARITO
UTARA",2,-,,2.440,,,,976,30,1,6,6,3
,,6206,SUKAMARA,1,-,,17,,1,,,30,1,-,-,-
,,6207,LAMANDAU,3,-,,372,,,,4,30,1,1,1,-
,,6209,KATINGAN,1,-,,291,,,,1.205,30,1,11,9,2
,,6210,"PULANG
PISAU",6,-,,10.305,-,-,-,3.772,30,1,44,24,10
,,6211,"GUNUNG
MAS",2,-,,65.558,,,,1.000,30,1,-,-,-
,,6213,"MURUNG
RAYA",4,-,,3.977,,,,716,30,1,2,1,-
,,6271,KOTA PALANGKARAYA,1,-,,-,,,,2,30,1,-,-,-
63,"KALIM-
ANTAN
SELATAN",6302,KOTABARU,1,-,,24,1,,,250,30,1,-,-,-
,,6305,TAPIN,6,-,,3.331,,,,752,30,1,-,-,-
,,6309,TABALONG,2,-,,96,,,,46,30,1,-,-,-
,,6310,"TANAH
BUMBU",1,-,,16.611,,,,39,30,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,31,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",31,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,31,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),31,1,(13),(14),(15)
,,6311,BALANGAN,5,-,,1.727,,,,284,31,1,-,-,-
,,6371,"KOTA BAN-
JARMASIN",2,-,-,9,-,-,-,52,31,1,-,-,-
,,6372,"KOTA BAN-
JARBARU",3,-,,250,,,,53,31,1,-,-,-
64,"KALIM-
ANTAN
TIMUR",6401,PASER,1,-,,499,,,,,31,1,2,1,1
,,6403,"KUTAI KER-
TANEGARA",1,-,,16.480,18,,3,,31,1,-,1,-
,,6409,"PENAJAM
PASER UTARA",8,-,,2.760,,,,350,31,1,1,1,1
,,6472,"KOTA SAMA-
RINDA",1,-,,56.133,,,,626,31,1,-,-,-
,,6474,"KOTA
BONTANG",1,-,,10.065,,,,,31,1,-,-,-
65,"KALIM-
ANTAN
UTARA",6501,MALINAU,1,-,,-,,,,258,31,1,2,1,-
,,6502,BULUNGAN,1,-,,-,,,3,400,31,1,-,-,-
,,6504,NUNUKAN,3,-,,-,,8,2,114,31,1,-,-,-
71,"SU-
LAWESI
UTARA",7102,MINAHASA,1,-,,420,,,6,78,31,1,-,-,-
,,7103,"KEPULAUAN
SANGIHE",1,-,,400,,,,,31,1,-,-,-
,,7107,"BOLAANG
MONGON-
DOW UTARA",2,-,,4.215,,,1,604,31,1,-,-,-
,,7171,"KOTA
MANADO",1,4,,12.366,53,20,819,,31,1,-,-,-
72,"SU-
LAWESI
TENGAH",7202,BANGGAI,2,-,,7.250,,,,1.000,31,1,-,-,-
,,7203,MOROWALI,1,1,,2.277,7,,,114,31,1,-,-,-
,,7204,POSO,1,-,,-,,,,119,31,1,-,-,-
,,7205,DONGGALA,1,-,,900,10,,,975,31,1,-,-,-
,,7206,TOLI-TOLI,2,-,,24,4,,,,31,1,-,-,-
,,7207,BUOL,1,-,,696,,,,169,31,1,-,-,-
,,7208,"PARIGI
MOUTONG",2,-,,1.684,8,,,206,31,1,-,-,1
,,7210,SIGI,6,4,30,6.886,419,7,80,709,31,1,8,4,5
,,7212,"MOROWALI
UTARA",2,-,1,373,5,,,112,31,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten/
Kota","Nama
Kabupaten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,32,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",32,1,"Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,32,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),32,1,(13),(14),(15)
73,"SU-
LAWESI
SELATAN",7301,SELAYAR,1,2,,4.564,125,56,111,,32,1,2,-,-
,,7302,BULUKUMBA,1,-,,-,,,,17,32,1,-,-,-
,,7304,JENEPONTO,1,16,,3.276,500,53,384,,32,1,26,-,-
