0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),12,1,(13),(14),(15)
,,3375,"KOTA
PEKALON-
GAN",3,-,-,1.944,-,-,5,-,12,1,-,-,-
,,3376,"KOTA
TEGAL",5,-,-,7,-,-,1,356,12,1,-,-,-
34,"DI YOGY-
AKARTA",3401,"KULON-
PROGO",3,-,-,402,-,2,22,-,12,1,-,-,-
,,3402,BANTUL,9,5,4,10.296,-,-,39,-,12,1,5,-,-
,,3403,"GUNUNG-
KIDUL",7,-,2,220.855,-,3,14,46,12,1,4,1,-
,,3404,SLEMAN,10,1,16,26,-,7,181,3,12,1,6,4,-
,,3471,"KOTA YOGY-
AKARTA",2,-,8,-,-,-,2,-,12,1,-,-,-
35,"JAWA
TIMUR",3501,PACITAN,7,-,1,11.428,1,1,32,-,12,1,-,-,1
,,3502,PONOROGO,39,2,-,8.770,5,8,101,6,12,1,1,1,-
,,3503,"TRENG-
GALEK",39,-,-,23.166,-,6,89,527,12,1,1,1,-
,,3504,"TULUNGA-
GUNG",9,-,-,390,-,-,435,113,12,1,1,1,-
,,3505,BLITAR,13,-,-,2.211,4,1,21,-,12,1,-,-,-
,,3506,KEDIRI,12,-,1,468,13,2,171,90,12,1,-,-,-
,,3507,MALANG,17,1,5,685,5,33,175,-,12,1,-,1,2
,,3508,LUMAJANG,18,-,-,8.964,2,7,32,392,12,1,1,1,-
,,3509,JEMBER,45,2,6,9.119,21,36,307,665,12,1,7,12,2
,,3510,"BANYU-
WANGI",22,1,4,7.925,3,7,51,58,12,1,-,3,-
,,3511,"BONDOW-
OSO",7,-,1,11.530,76,164,319,-,12,1,-,-,-
,,3512,"SITUBON-
DO",48,-,2,1.393,14,4,137,-,12,1,-,-,-
,,3513,"PROBOL-
INGGO",16,2,2,11.041,9,13,196,-,12,1,3,-,-
,,3514,PASURUAN,11,-,-,20.550,-,1,1,3.804,12,1,-,-,-
,,3515,SIDOARJO,24,-,-,2.502,-,32,697,498,12,1,1,-,-
,,3516,"MOJOK-
ERTO",37,-,3,2.194,18,22,78,1.176,12,1,-,4,1
,,3517,JOMBANG,24,-,5,12.319,6,2,152,2.522,12,1,3,13,-
,,3518,NGANJUK,43,-,3,1.114,14,32,221,967,12,1,1,1,1
,,3519,MADIUN,17,-,1,17.328,7,8,146,4.321,12,1,-,-,-
,,3520,MAGETAN,15,-,2,12.371,3,25,127,494,12,1,3,-,1
,,3521,NGAWI,12,-,-,93.411,4,1,12,3.087,12,1,1,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,13,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",13,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,13,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),13,1,(13),(14),(15)
,,3522,"BOJONE-
GORO",22,-,3,68.929,96,1.729,1.423,3.716,13,1,16,14,1
,,3523,TUBAN,15,2,1,11.944,20,5,43,682,13,1,7,8,-
,,3524,"LAMON-
GAN",17,-,-,12.594,43,6,66,434,13,1,8,2,1
,,3525,GRESIK,24,2,-,1.040,11,24,80,8.440,13,1,15,4,2
,,3526,"BANGKAL-
AN",5,1,-,37.251,3,-,22,600,13,1,-,-,-
,,3527,SAMPANG,3,-,1,34.524,-,-,5,-,13,1,-,-,-
,,3528,"PAMEKA-
SAN",10,2,1,76.684,1,-,65,1.138,13,1,-,3,-
,,3529,SUMENEP,8,-,2,3.118,31,18,143,-,13,1,3,1,-
,,3571,"KOTA
KEDIRI",2,1,2,-,-,-,4,-,13,1,1,-,-
,,3572,"KOTA
BLITAR",1,-,-,28.075,-,-,-,-,13,1,-,-,-
,,3573,"KOTA
MALANG",13,-,1,9,4,7,12,-,13,1,2,-,1
,,3575,"KOTA PAS-
URUAN",1,-,-,37.747,-,-,-,-,13,1,-,-,-
,,3576,"KOTA MO-
JOKERTO",1,-,-,6.127,-,-,-,-,13,1,-,-,-
,,3577,"KOTA
MADIUN",3,-,-,-,-,-,1,8,13,1,-,-,-
,,3578,"KOTA
SURABAYA",4,1,-,1,-,-,-,-,13,1,1,-,-
,,3579,KOTA BATU,19,1,-,6.699,11,107,482,-,13,1,4,3,-
36,BANTEN,3601,"PANDE-
GLANG",3,2,2,116,135,122,390,-,13,1,18,16,-
,,3602,LEBAK,8,3,-,4.738,167,-,129,470,13,1,7,8,-
,,3603,"TAN-
GERANG",3,-,6,200,7,9,281,-,13,1,-,3,-
,,3604,SERANG,48,-,1,14.455,15,10,189,200,13,1,3,-,-
,,3671,"KOTA TAN-
GERANG",2,1,1,688,-,-,-,-,13,1,-,-,-
,,3672,"KOTA
CILEGON",3,-,-,3.785,1,-,3,2.155,13,1,-,1,-
,,3673,"KOTA
SERANG",1,-,-,-,-,-,-,-,13,1,-,1,1
51,BALI,5101,JEMBRANA,8,-,2,6,-,-,17,-,13,1,2,-,-
,,5102,TABANAN,1,-,-,-,-,-,-,-,13,1,-,-,-
,,5103,BADUNG,12,-,3,-,1,-,30,1,13,1,13,11,-
,,5104,GIANYAR,3,-,-,-,-,-,4,-,13,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,14,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",14,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,14,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),14,1,(13),(14),(15)
,,5105,"KLUNG-
KUNG",2,-,-,-,6,-,11,-,14,1,-,2,-
,,5106,BANGLI,2,-,1,-,-,-,1,-,14,1,-,-,-
,,5107,"KARAN-
GASEM",24,3,16,843,1,2,11,8,14,1,-,6,-
,,5108,BULELENG,7,4,-,52.932,6,1,5,-,14,1,-,-,-
,,5171,"KOTA
DENPASAR",1,-,-,-,-,-,-,-,14,1,-,1,-
52,"NUSA
TENG-
GARA
BARAT",5201,"LOMBOK
BARAT",3,-,-,65.322,-,-,-,-,14,1,-,-,-
,,5202,"LOMBOK
TENGAH",6,-,2,274.215,-,18,42,417,14,1,-,-,-
,,5203,"LOMBOK
TIMUR",6,4,40,154.341,882,1.617,2.106,-,14,1,1,4,50
,,5204,SUMBAWA,7,-,1,81.140,10,-,55,45,14,1,4,2,-
,,5205,DOMPU,5,-,3,56.062,73,75,75,1.406,14,1,-,-,-
,,5206,BIMA,6,-,-,22.468,25,-,250,593,14,1,4,-,-
,,5207,"SUMBAWA
BARAT",10,-,-,11.693,9,25,53,204,14,1,1,-,-
,,5208,"LOMBOK
UTARA",6,-,37,28.294,4,-,4,52,14,1,2,-,-
,,5271,"KOTA
MATARAM",2,-,13,127,-,-,2,-,14,1,-,-,-
,,5272,KOTA BIMA,6,-,-,23.422,-,-,1,1.112,14,1,-,-,-
53,"NUSA
TENG-
GARA
TIMUR",5301,"SUMBA
BARAT",2,-,-,139.746,-,-,-,-,14,1,1,-,-
,,5302,"SUMBA
TIMUR",5,-,2,13.637,29,20,49,-,14,1,1,-,-
,,5303,KUPANG,2,-,-,40.186,145,-,-,-,14,1,-,-,-
,,5304,"TIMOR
TENGAH
SELATAN",1,-,-,29.398,-,-,-,-,14,1,-,-,-
,,5305,"TIMOR
TENGAH
UTARA",1,-,-,94.338,-,-,-,-,14,1,-,-,-
,,5306,BELU,2,-,-,99.410,-,-,1,-,14,1,-,-,-
,,5307,ALOR,1,-,-,59.055,-,-,-,-,14,1,-,-,-
,,5308,LEMBATA,1,-,-,23.408,-,-,-,-,14,1,-,-,-
,,5309,"FLORES
TIMUR",2,-,-,22.082,1,10,-,-,14,1,1,1,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,15,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",15,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,15,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),15,1,(13),(14),(15)
,,5310,SIKKA,2,-,-,10.885,56,-,-,-,15,1,-,-,-
,,5311,ENDE,1,-,-,-,-,-,-,-,15,1,-,-,-
,,5312,NGADA,1,-,-,163.217,-,-,-,-,15,1,-,-,-
,,5313,"MANGGA-
RAI",1,1,-,-,-,-,-,-,15,1,-,-,-
,,5314,ROTE NDAO,2,-,1,51.076,-,-,1,-,15,1,-,-,-
,,5315,"MANGGA-
RAI BARAT",6,8,3,87.880,13,-,20,-,15,1,2,3,-
,,5316,"SUMBA
TENGAH",1,-,-,46.800,-,-,-,-,15,1,-,-,-
,,5317,"SUMBA
BARAT
DAYA",1,-,-,15.493,-,-,-,-,15,1,-,-,-
,,5318,NAGEKEO,1,-,-,63.662,-,-,-,-,15,1,-,-,-
,,5320,"SABU
RAIJUA",1,-,-,94.509,-,-,-,-,15,1,-,-,-
,,5321,MALAKA,1,-,-,68.740,-,-,-,-,15,1,-,-,-
,,5371,"KOTA
KUPANG",3,-,1,38.460,-,-,744,-,15,1,-,-,-
61,"KALIM-
ANTAN
BARAT",6101,SAMBAS,2,-,-,890,-,-,-,174,15,1,-,-,-
,,6102,"BENG-
KAYANG",2,3,-,-,11,-,-,-,15,1,-,-,-
,,6103,LANDAK,4,1,-,16.213,-,-,1,4.593,15,1,-,-,-
,,6104,"MEMP-
AWAH",3,-,-,2.948,-,-,-,-,15,1,-,-,-
,,6105,SANGGAU,5,-,-,4.317,-,-,8,348,15,1,-,-,-
,,6106,KETAPANG,1,-,-,-,-,-,-,-,15,1,-,-,-
,,6107,SINTANG,1,-,-,-,-,-,-,-,15,1,-,-,-
,,6108,"KAPUAS
HULU",3,-,-,-,1,-,-,40,15,1,-,-,-
,,6109,SEKADAU,7,-,-,3.179,1,-,10,1.592,15,1,1,-,-
,,6110,MELAWI,2,-,-,1.157,-,4,-,168,15,1,-,-,-
,,6111,"KAYONG
UTARA",2,-,-,-,1,-,-,-,15,1,1,-,-
,,6112,KUBU RAYA,3,-,-,2.750,93,-,-,-,15,1,-,-,1
,,6171,"KOTA PON-
TIANAK",4,-,-,40,13,18,73,-,15,1,1,-,-
,,6172,"KOTA SING-
KAWANG",4,-,-,244,-,-,-,-,15,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,16,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",16,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,16,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),16,1,(13),(14),(15)
62,"KALIM-
ANTAN
TENGAH",6201,"KOTA-
WARINGIN
BARAT",8,-,-,247,-,-,1,80,16,1,-,1,-
,,6202,"KOTA-
WARINGIN
TIMUR",6,-,-,2.445,-,-,-,101,16,1,-,-,-
,,6203,KAPUAS,10,-,1,9.902,5,3,43,1.473,16,1,6,2,-
,,6204,"BARITO
SELATAN",2,-,-,51,-,-,-,15,16,1,-,-,-
,,6205,"BARITO
UTARA",9,-,-,2.452,2,-,1,976,16,1,6,6,3
,,6206,SUKAMARA,3,-,-,17,-,1,-,-,16,1,-,-,-
,,6207,LAMANDAU,6,-,-,372,-,-,1,4,16,1,1,1,-
,,6208,SERUYAN,4,-,-,10,2,-,1,-,16,1,-,-,-
,,6209,KATINGAN,2,-,-,291,-,-,-,1.205,16,1,11,9,2
,,6210,"PULANG
PISAU",8,-,-,10.305,-,-,-,3.772,16,1,44,24,10
,,6211,"GUNUNG
MAS",3,-,-,65.558,-,-,-,1.000,16,1,-,-,-
,,6213,"MURUNG
RAYA",6,-,-,3.977,-,-,4,716,16,1,2,2,-
,,6271,"KOTA
PALANGKARAYA",9,-,-,-,-,-,-,2,16,1,-,-,-
63,"KALIM-
ANTAN
SELATAN",6301,"TANAH
LAUT",23,-,-,323,13,12,82,-,16,1,-,1,-
,,6302,KOTABARU,10,8,1,1.262,21,6,-,250,16,1,-,-,-
,,6303,BANJAR,25,5,-,685,48,46,124,-,16,1,-,2,-
,,6304,"BARITO
KUALA",9,-,-,333,14,11,68,-,16,1,-,-,-
,,6305,TAPIN,18,-,-,3.352,2,-,4,752,16,1,1,1,-
,,6306,"HULU
SUNGAI
SELATAN",8,-,-,9,-,5,1,-,16,1,-,-,-
,,6307,"HULU
SUNGAI
TENGAH",2,-,-,-,-,-,-,-,16,1,-,-,-
,,6308,"HULU
SUNGAI
UTARA",3,-,-,119,-,-,24,-,16,1,2,-,-
,,6309,TABALONG,6,-,2,99,1,-,-,46,16,1,-,-,-
,,6310,"TANAH
BUMBU",9,-,1,16.611,4,-,3,39,16,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,17,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",17,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,17,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),17,1,(13),(14),(15)
,,6311,BALANGAN,14,-,-,5.567,7,4,1,284,17,1,-,-,-
,,6371,"KOTA BAN-
JARMASIN",7,-,-,54,-,3,4,52,17,1,-,-,-
,,6372,"KOTA BAN-
JARBARU",23,7,7,259,2,-,1,53,17,1,-,-,-
64,"KALIM-
ANTAN
TIMUR",6401,PASER,9,-,-,664,9,-,18,-,17,1,2,1,1
,,6402,"KUTAI
BARAT",1,-,-,-,-,-,-,-,17,1,-,-,-
,,6403,"KUTAI
KERTANE-
GARA",3,-,-,16.510,24,-,3,-,17,1,-,1,-
,,6404,"KUTAI
TIMUR",2,-,-,-,-,-,-,-,17,1,-,-,-
,,6409,"PENAJAM
PASER
UTARA",22,-,-,2.764,-,-,2,350,17,1,4,1,1
,,6471,"KOTA BA-
LIKPAPAN",2,-,-,-,-,-,-,-,17,1,-,-,-
,,6472,"KOTA SAM-
ARINDA",7,4,-,56.158,-,5,-,626,17,1,-,-,-
,,6474,"KOTA
BONTANG",8,-,-,10.065,-,-,-,-,17,1,-,-,-
65,"KALIM-
ANTAN
UTARA",6501,MALINAU,2,-,-,-,-,-,-,258,17,1,2,1,-
,,6502,BULUNGAN,6,-,-,-,-,-,3,400,17,1,-,-,-
,,6503,"TANA
TIDUNG",2,-,-,-,-,-,-,-,17,1,-,-,-
,,6504,NUNUKAN,10,-,-,-,-,9,4,114,17,1,-,-,-
,,6571,"KOTA
TARAKAN",1,-,1,42,-,-,14,-,17,1,-,-,-
71,"SULAWE-
SI UTARA",7101,"BOLAANG
MONGON-
DOW",3,16,19,-,51,-,68,-,17,1,2,3,1
,,7102,MINAHASA,7,-,-,425,1,-,39,78,17,1,-,-,-
,,7103,"KEPU-
LAUAN
SANGIHE",1,-,-,400,-,-,-,-,17,1,-,-,-
,,7107,"BOLAANG
MON-
GONDOW
UTARA",3,-,-,4.850,-,-,1,604,17,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,18,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",18,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,18,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),18,1,(13),(14),(15)
,,7108,"KEPU-
LAUAN
SIAU TAGU-
LANDANG
BIARO",1,-,-,216,-,-,-,-,18,1,-,-,-
,,7109,"MINAHASA
TENGGARA",1,-,-,-,-,-,-,-,18,1,-,-,-
,,7171,"KOTA
MANADO",2,5,-,12.371,54,20,819,-,18,1,-,-,-
,,7172,"KOTA
BITUNG",1,-,1,-,-,1,-,-,18,1,-,-,-
72,"SU-
LAWESI
TENGAH",7202,BANGGAI,6,1,4,13.750,6,3,34,1.000,18,1,1,2,-
,,7203,MOROWALI,1,1,-,2.277,7,-,-,114,18,1,-,-,-
,,7204,POSO,2,-,-,-,-,-,-,119,18,1,49,-,-
,,7205,DONGGALA,1,-,-,900,10,-,-,975,18,1,-,-,-
,,7206,TOLI-TOLI,2,-,-,24,4,-,-,-,18,1,-,-,-
,,7207,BUOL,1,-,-,696,-,-,-,169,18,1,-,-,-
,,7208,"PARIGI
MOUTONG",2,-,-,1.684,8,-,-,206,18,1,-,-,1
,,7210,SIGI,6,4,30,6.886,419,7,80,709,18,1,8,4,5
,,7212,"MOROWALI
UTARA",2,-,1,373,5,-,-,112,18,1,-,-,-
73,"SU-
LAWESI
SELATAN",7301,SELAYAR,2,2,-,4.569,126,56,111,-,18,1,2,-,-
,,7302,"BULUKUM-
BA",2,-,-,-,-,-,40,17,18,1,-,-,-
,,7303,BANTAENG,1,-,-,-,-,1,-,-,18,1,-,-,-
,,7304,JENEPONTO,4,16,-,14.850,504,53,391,-,18,1,26,-,-
,,7305,TAKALAR,7,2,-,11.388,17,4,26,1.632,18,1,-,-,-
,,7306,GOWA,3,57,52,2.131,12,-,-,604,18,1,-,-,-
,,7307,SINJAI,7,-,-,125,9,5,33,-,18,1,-,-,-
,,7308,MAROS,2,6,-,183.341,3,1,9,17.122,18,1,-,1,-
,,7309,"PANGKA-
JENE KEPU-
LAUAN",6,1,1,141,10,3,28,15,18,1,2,1,-
,,7310,BARRU,9,-,-,151,1,5,41,-,18,1,5,-,1
,,7311,BONE,5,-,-,220,11,5,52,-,18,1,-,-,-
,,7312,SOPPENG,5,1,-,31.680,-,20,57,350,18,1,-,-,-
,,7313,WAJO,13,-,-,62.493,11,13,31,12.130,18,1,75,42,24
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,19,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",19,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,19,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),19,1,(13),(14),(15)
,,7314,"SIDENRENG
RAPPANG",14,-,-,17.404,1,16,182,10.794,19,1,9,1,-
,,7315,PINRANG,5,-,-,3.000,4,5,607,-,19,1,-,-,-
,,7316,ENREKANG,12,-,4,785,43,16,48,320,19,1,2,1,-
,,7317,LUWU,6,-,-,8.310,2,1,-,1.757,19,1,15,19,-
,,7318,"TANA
TORAJA",40,-,2,983,20,11,59,4,19,1,5,2,-
,,7322,"LUWU
UTARA",4,-,-,12.732,8,11,57,-,19,1,-,-,-
,,7325,"LUWU
TIMUR",14,-,-,12.896,4,5,15,390,19,1,1,-,-
,,7326,"TORAJA
UTARA",2,-,-,-,-,1,1,-,19,1,-,-,-
,,7371,"KOTA
MAKASSAR",1,1,-,10.328,-,-,-,477,19,1,-,-,-
74,"SU-
LAWESI
TENGGA-
RA",7403,KONAWE,1,2,-,127.357,1.020,1.016,4.249,-,19,1,-,41,-
,,7404,KOLAKA,2,-,-,250,-,8,-,-,19,1,-,-,-
,,7405,"KONAWE
SELATAN",2,-,-,6.306,1,-,6,-,19,1,1,-,-
,,7408,"KOLAKA
UTARA",2,-,-,159,-,29,1,3,19,1,-,-,-
,,7409,"BUTON
UTARA",2,-,-,420,1,-,-,-,19,1,-,-,-
,,7410,"KONAWE
UTARA",1,-,-,28.900,370,-,-,1.837,19,1,30,5,8
,,7411,"KOLAKA
TIMUR",4,-,-,-,-,-,-,-,19,1,-,-,-
,,7413,"MUNA
BARAT",1,-,-,-,-,-,3,-,19,1,1,-,-
,,7414,"BUTON
TENGAH",1,-,-,138,-,-,46,-,19,1,-,-,-
,,7415,"BUTON
SELATAN",1,-,-,-,-,75,-,-,19,1,-,-,-
,,7471,"KOTA
KENDARI",3,-,-,2.099,1,-,-,-,19,1,-,-,-
75,GORONTALO,7501,BOALEMO,2,-,-,5.780,1,4,-,672,19,1,2,1,-
,,7502,"GORONTA-
LO",3,-,2,21,1,2,-,-,19,1,-,-,-
,,7503,POHUWATO,1,-,-,-,-,-,-,45,19,1,-,-,-
76,"SULAWE-
SI BARAT",7602,"POLEWALI
MANDAR",3,-,-,-,2,2,38,-,19,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,20,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",20,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,20,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),20,1,(13),(14),(15)
,,7603,MAMASA,1,-,-,-,-,-,-,20,20,1,-,-,-
,,7604,MAMUJU,2,-,-,1.073,69,23,147,-,20,1,2,1,-
,,7605,"PASANG-
KAYU",2,-,-,50,-,-,3,40,20,1,-,-,-
,,7606,"MAMUJU
TENGAH",3,-,-,5.696,2,18,-,15,20,1,-,-,-
81,MALUKU,8101,"MALUKU
TENGGARA
BARAT",1,-,-,75,-,-,-,-,20,1,-,-,-
,,8102,"MALUKU
TENGGARA",7,-,1,189,1,22,38,-,20,1,-,-,1
,,8103,"MALUKU
TENGAH",7,18,1.152,90.856,4.453,2.455,2.132,-,20,1,58,19,6
,,8104,BURU,1,-,-,305,9,-,53,-,20,1,-,-,-
,,8106,"SERAM
BAGIAN
BARAT",5,11,396,111.915,741,484,320,37,20,1,48,36,10
,,8107,"SERAM
BAGIAN
TIMUR",8,-,-,4.354,-,-,1,368,20,1,1,-,-
,,8108,"MALUKU
BARAT
DAYA",3,-,-,2.379,-,-,236,125,20,1,4,4,-
,,8171,"KOTA
AMBON",7,14,77,28.733,939,405,416,-,20,1,82,36,12
82,"MALUKU
UTARA",8202,"HALMA-
HERA
TENGAH",3,-,-,-,-,-,-,343,20,1,1,3,1
,,8203,"KEPU-
LAUAN
SULA",1,-,-,-,-,-,-,-,20,1,-,-,-
,,8204,"HALMA-
HERA
SELATAN",2,14,121,44.453,1.201,953,746,-,20,1,181,30,22
,,8205,"HALMA-
HERA
UTARA",2,-,-,-,-,-,-,184,20,1,4,2,1
,,8207,"PULAU
MOROTAI",5,2,-,1.103,-,-,44,613,20,1,-,2,-
,,8208,"PULAU
TALIABU",5,-,-,404,2,-,-,155,20,1,-,-,-
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabu-
paten/
Kota","Nama
Kabu-
paten/
Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,21,1,,,
,,,,,"Meninggal
& Hilang","Luka-
Luka","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam",21,1,"Fasillitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan"
,,,,,Jiwa,,,Unit,,,,21,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),21,1,(13),(14),(15)
,,8271,"KOTA
TERNATE",1,-,2,-,-,-,39,-,21,1,2,3,1
91,"PAPUA
BARAT",9103,"TELUK
WONDAMA",2,-,-,4.209,-,-,-,56,21,1,-,-,-
,,9104,"TELUK
BINTUNI",2,-,-,575,-,-,-,215,21,1,-,-,-
,,9105,"MANOK-
WARI",5,-,-,1.698,3,1,-,196,21,1,-,-,-
,,9107,SORONG,1,-,-,-,-,-,-,550,21,1,-,-,-
94,PAPUA,9403,JAYAPURA,3,187,983,179.016,712,6,400,2.418,21,1,10,18,3
,,9404,NABIRE,2,-,-,1.815,1,-,-,-,21,1,-,-,-
,,9417,"PEGUNUN-
GAN
BINTANG",2,-,-,1.210,-,-,-,-,21,1,4,-,2
,,9418,TOLIKARA,1,6,-,120,-,-,-,140,21,1,-,1,-
,,9419,SARMI,3,-,3,240,69,32,518,-,21,1,7,9,1
,,9431,"MAM-
BERAMO
TENGAH",2,-,-,-,-,-,-,-,21,1,-,-,1
,,9471,"KOTA
JAYAPURA",3,8,4,8.055,5,-,-,1.175,21,1,-,-,-
"Kode
Wilayah
Provinsi",Nama Provinsi,"Jumlah
Kejadian",Korban,,,Kerusakan,,,,,,22,1,,,
,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
&
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Rumah
Terendam","Fasilitas
Pendidikan","Fasilitas
Peribadatan",22,1,"Fasilitas
Kesehatan",,
,,,Jiwa,,,Unit,,,,,,22,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),22,1,(13),,
11,ACEH,65,-,-,71.071,9,12,273,5.290,8,5,22,1,-,,
12,SUMATERA UTARA,22,6,1,19.062,40,-,32,6.762,11,4,22,1,1,,
13,SUMATERA BARAT,29,9,6,27.779,129,29,47,6.036,9,8,22,1,1,,
14,RIAU,16,1,-,59.150,42,-,70,11.269,-,-,22,1,-,,
15,JAMBI,12,-,-,17.713,-,-,-,4.038,3,-,22,1,-,,
16,SUMATERA SELATAN,30,2,1,21.829,35,-,73,4.753,8,2,22,1,1,,
17,BENGKULU,15,30,4,73.814,234,816,981,7.456,27,18,22,1,7,,
18,LAMPUNG,10,2,-,10.182,21,17,30,5.566,4,-,22,1,-,,
19,"KEPULAUAN BANG-
KA BELITUNG",12,-,1,3.464,-,-,271,527,1,1,22,1,-,,
21,KEPULAUAN RIAU,1,-,-,1.400,-,-,1,130,3,1,22,1,-,,
31,DKI JAKARTA,1,2,-,2.258,-,-,-,-,-,-,22,1,-,,
32,JAWA BARAT,105,4,1,222.109,37,29,455,36.583,27,76,22,1,1,,
33,JAWA TENGAH,111,13,10,99.476,1,35,31,14.856,9,2,22,1,-,,
