page,text_preview,num_tables_found
41,"Tabel L7. Kejadian Bencana Puting Beliung Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten / Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
5104 GIANYAR 2 - - - - - 2 - - -
5105 KLUNGK",1
42,"LAMPIRAN 3 - PUTING BELIUNG 2019
Tabel L7. Kejadian Bencana Puting Beliung Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten / Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
6205 BARITO",1
43,"Tabel L7. Kejadian Bencana Puting Beliung Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten / Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
7307 SINJAI 7 - - 125 9 5 33 - - -
7309 PANG",1
44,"LAMPIRAN 4 - TANAH LONGSOR 2019
Tabel L8. Kejadian Bencana Tanah Longsor Tahun 2019 Berdasarkan Provinsi
Kode Nama Provinsi Jumlah Korban Kerusakan
Wilayah Kejadian
Meninggal Luka / Sakit Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi
& Hilang & Ter- Rusak Berat Rusak Rusak Pendidikan Peribadatan Kesehatan
dampak Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12)
11 ACEH 8 - 5 368 4 - 4 1 - -
12 SUMATERA UTARA 9 3 - 15 - - 9 - - -
13 SUMATERA BARAT 13 ",1
45,"Tabel L9. Kejadian Bencana Tanah Longsor Tahun 2019 Berdasarkan Kabupaten/Kota
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten/ Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
11 ACEH 1106 ACEH 2 - 5 - - - 1 1 - -
TENGAH
1107 ACEH BA",1
46,"LAMPIRAN 4 - TANAH LONGSOR 2019
Tabel L9. Kejadian Bencana Tanah Longsor Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten/ Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
1608 OGAN 3 - ",1
47,"Tabel L9. Kejadian Bencana Tanah Longsor Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten/ Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
3217 BANDUNG 33 - 4 330 34 22 86 7 1 -
BARAT
3",1
48,"LAMPIRAN 4 - TANAH LONGSOR 2019
Tabel L9. Kejadian Bencana Tanah Longsor Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten/ Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
34 DI YOGY- 34",1
49,"Tabel L9. Kejadian Bencana Tanah Longsor Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten/ Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
6111 KAYONG 1 - - - 1 - - 1 - -
UTARA
62 KALIM",1
50,"LAMPIRAN 4 - TANAH LONGSOR 2019
Tabel L9. Kejadian Bencana Tanah Longsor Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten/ Kejadian
Meninggal Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabupaten Kota
& Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
/ Kota
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
7325 LUWU TIMU",1
51,"Tim gabungan aparat TNI,
POLRI dan BASARNAS
sedang mengevakuasi
korban tanah longsor.
Data Bencana Indonesia 2019 177",0
52,"LAMPIRAN 5 - TITIK PANAS 2019
Tabel L10. Jumlah Titik Panas Bulanan Berdasarkan Pengamatan Satelit Terra-Aqua Tahun 2019 (Confidence Level≥80%)
No Provinsi Jumlah Titik Panas Total
Januari Februari Maret April Mei Juni Juli Agustus September Oktober November Desember
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14) (15)
1 Aceh 1 1 2 5 - 6 11 10 1 - - - 37
2 Bali - - 1 2 11 - - 3 - 1 1 - 19
3 Banten - - - - - - - - 14 5 1 - 20
4 Bengkulu - 3 1 - 4 - 1 3 10 4 1 - 27
5 Dki - - - - - - 2",1
53,"Tabel L10. Jumlah Titik Panas Bulanan Berdasarkan Pengamatan Satelit Terra-Aqua Tahun 2019 (Confidence Level≥80%)
No Provinsi Jumlah Titik Panas Total
Januari Februari Maret April Mei Juni Juli Agustus September Oktober November Desember
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14) (15)
27 Sulawesi 11 23 24 8 25 19 27 72 115 133 55 26 538
Selatan
28 Sulawesi 3 6 8 1 3 1 2 26 99 67 35 4 255
Tengah
29 Sulawesi 1 - 2 1 2 2 5 21 72 132 80 21 339
Tenggara
30 Sulawesi 11 4 1 - - - 13 6",1
54,"LAMPIRAN 6 - KARHUTLA 2019
Tabel L11. Luas Hutan dan Lahan Terbakar Akibat Kebakaran Hutan dan Lahan (Ha) Tahun 2019
No Provinsi Luas Lahan Terbakar (Ha)
(1) (2) (3)
1 Aceh 730,00
2 Bali 373,00
3 Bangka Belitung 4.778,00
4 Banten 9,00
5 Bengkulu 11,00
6 DKI Jakarta -
7 Gorontalo 1.909,00
8 Jambi 56.593,00
9 Jawa Barat 9.552,00
10 Jawa Tengah 4.782,00
11 Jawa Timur 23.655,00
12 Kalimantan Barat 151.919,00
13 Kalimantan Selatan 137.848,00
14 Kalimantan Tengah 317.749,00
15 Kalimantan Timur 68.524,",1
55,"Tim gabungan sedang
memadamkan lahan
yang terbakar.
Data Bencana Indonesia 2019 181",0
56,"LAMPIRAN 7 - GEMPA 2019
Tabel L12. Kejadian Bencana Gempabumi Tahun 2019 Berdasarkan Provinsi
Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Kejadian
Meninggal Luka / Sakit Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi
& Hilang & Rusak Berat Rusak Rusak Pendidikan Peribadatan Kesehatan
Terdampak Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12)
13 SUMATERA 3 - 62 1.495 116 163 227 8 5 4
BARAT
18 LAMPUNG 1 - 1.050 - - -
32 JAWA BARAT 6 2 1 831 21 ",1
57,"Tabel L13. Kejadian Bencana Gempabumi Tahun 2019 Berdasarkan Kabupaten/Kota
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten Kejadian
Meninggal & Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabu- / Kota
Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
paten/
Berat Sedang Ringan
Kota
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
13 SUMATERA 1301 KEPULAUAN 1 - - - - 11 - - 1 1
BARAT MENT",1
58,"LAMPIRAN 7 - GEMPA 2019
Tabel L13. Kejadian Bencana Gempabumi Tahun 2019 Berdasarkan Kabupaten/Kota
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabupaten Kejadian
Meninggal & Luka / Mengungsi Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabu- / Kota
Hilang Sakit & Terdampak Rusak Rusak Rusak Pendidikan Peribadatan Kesehatan
paten/
Berat Sedang Ringan
Kota
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14)
52 NUSA 5203 LOMBOK 1 4 40 25.416 ",1
59,"Dua anggota TNI sedang
membenahi rumah rusak
akibat gempa Pandeglang
(3/8/2019).
Data Bencana Indonesia 2019 185",0
60,"LAMPIRAN 8 - KEKERINGAN 2019
Tabel L14. Kejadian Bencana Kekeringan Tahun 2019 Berdasarkan Provinsi
Kode Wilayah Nama Provinsi Korban
Mengungsi & Terdampak
(1) (2) (3)
13 SUMATERA BARAT 4.615
32 JAWA BARAT 884.010
33 JAWA TENGAH 404.143
34 DI YOGYAKARTA 222.978
35 JAWA TIMUR 436.817
36 BANTEN 15.430
51 BALI 53.332
52 NUSA TENGGARA BARAT 674.801
53 NUSA TENGGARA TIMUR 1.154.714
63 KALIMANTAN SELATAN 3.820
71 SULAWESI UTARA 635
73 SULAWESI SELATAN 14.981
74 SULAWESI TENGGARA 250
81 MALUKU 4.032
18",1
61,"Tabel L15. Kejadian Bencana Kekeringan Tahun 2019 Berdasarkan Kabupaten/Kota
Kode Nama Provinsi Kode Wilayah Nama Kabupaten / Kota Korban
Wilayah Kabupaten / Kota
Mengungsi & Terdampak
Provinsi
(1) (2) (3) (4) (5)
13 SUMATERA BARAT 1371 KOTA PADANG 4.615
32 JAWA BARAT 3201 BOGOR 16.471
3202 SUKABUMI 6.515
3203 CIANJUR 84.945
3204 BANDUNG 228.790
3207 CIAMIS 6.915
3209 CIREBON 90.589
3210 MAJALENGKA 2.280
3213 SUBANG 1.600
3214 PURWAKARTA 74.930
3216 BEKASI 23.960
3217 BANDUNG BARAT 310.885
3271 ",1
62,"LAMPIRAN 8 - KEKERINGAN 2019
Tabel L15. Kejadian Bencana Kekeringan Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Provinsi Kode Wilayah Nama Kabupaten / Kota Korban
Wilayah Kabupaten / Kota
Mengungsi & Terdampak
Provinsi
(1) (2) (3) (4) (5)
3511 BONDOWOSO 11.520
3512 SITUBONDO 1.358
3513 PROBOLINGGO 9.196
3520 MAGETAN 10.445
3521 NGAWI 70.960
3522 BOJONEGORO 50.089
3523 TUBAN 8.623
3524 LAMONGAN 9.010
3526 BANGKALAN 30.936
3527 SAMPANG 34.484
3528 PAMEKASAN 76.671
3529 SUMENEP 3.118",1
63,"Tabel L15. Kejadian Bencana Kekeringan Tahun 2019 Berdasarkan Kabupaten/Kota (Lanjutan)
Kode Nama Provinsi Kode Wilayah Nama Kabupaten / Kota Korban
Wilayah Kabupaten / Kota
Mengungsi & Terdampak
Provinsi
(1) (2) (3) (4) (5)
5316 SUMBA TENGAH 46.800
5317 SUMBA BARAT DAYA 15.493
5318 NAGEKEO 63.662
5320 SABU RAIJUA 94.509
5321 MALAKA 68.740
5371 KOTA KUPANG 34.740
63 KALIMANTAN SELATAN 6311 BALANGAN 3.820
71 SULAWESI UTARA 7107 BOLAANG MONGONDOW UTARA 635
73 SULAWESI SELATAN 7304 JENEPONTO 11.574",1
64,"LAMPIRAN 9 - GELOMBANG PASANG 2019
Tabel L16. Kejadian Bencana Gelombang Pasang Tahun 2019 Berdasarkan Provinsi
Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Kejadian
Meninggal Luka / Mengungsi & Rumah Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi
& Hilang Sakit Terdampak Rusak Rusak Rusak Terendam Pendidikan Peribadatan Kesehatan
Berat Sedang Ringan
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13)
11 ACEH 1 - - 85 4 - 14 - - - -
13 SUMATERA 3 - - 189 14 - - 26 -",1
65,"Tabel L17. Kejadian Bencana Gelombang Pasang Tahun 2019 Berdasarkan Kabupaten/Kota
Kode Nama Kode Nama Jumlah Korban Kerusakan
Wilayah Provinsi Wilayah Kabu- Kejadian
Meninggal Luka / Mengungsi & Rumah Rumah Rumah Rumah Fasilitas Fasilitas Fasilitas
Provinsi Kabu- paten/
& Hilang Sakit Terdampak Rusak Rusak Rusak Terendam Pendidikan Peribadatan Kesehatan
paten / Kota
Berat Sedang Ringan
Kota
Jiwa Unit
(1) (2) (3) (4) (5) (6) (7) (8) (9) (10) (11) (12) (13) (14) (15)
11 ACEH 1112 ACEH 1 - - 85 4 ",1
66,"LAMPIRAN 10 - GUNUNGAPI 2019
Tabel L18. Kejadian Bencana Gunungapi Tahun 2019 Berdasarkan Provinsi
Kode Wilayah Nama Provinsi Jumlah Kejadian Korban
Meninggal & Hilang Luka / Sakit Mengungsi & Terdampak
(jiwa)
(1) (2) (3) (4) (5) (6)
12 SUMATERA UTARA 1 - - 7.256
32 JAWA BARAT 1 - - 15
34 DI YOGYAKARTA 1 - - -
51 BALI 3 - - 443
71 SULAWESI UTARA 1 - - 216
Tabel L19. Kejadian Bencana Gunungapi Tahun 2019 Berdasarkan Kabupaten/Kota
Kode Wilayah Nama Provinsi Kode Wilayah Nama Kabupaten/ Jumlah Kor",2
