0,1,2,3,4,5,6,7,8,9,10,11,page,table_number,12,13,14
,,3372,KOTA SURAKARTA,3,1,6,361,16,9,41,-,32,1,-,-,
,,3376,KOTA TEGAL,1,-,-,20,-,3,1,1,32,1,-,-,
34,"DAERAH
ISTIMEWA
YOGYAKARTA",3401,KULON PROGO,6,-,,14,1,8,139,5,32,1,1,1,
,,3402,BANTUL,8,1,2,430,1,6,98,3,32,1,3,-,
,,3403,GUNUNGKIDUL,11,1,3,-,7,21,870,4,32,1,4,-,
,,3404,SLEMAN,13,1,3,1.056,9,59,491,8,32,1,8,1,
35,JAWA TIMUR,3501,PACITAN,2,1,1,32,-,-,18,-,32,1,-,-,
,,3502,PONOROGO,1,-,-,20,-,-,4,-,32,1,1,-,
,,3503,TRENGGALEK,3,1,1,176,1,-,45,-,32,1,-,-,
,,3504,TULUNGAGUNG,7,-,-,1.045,1,-,294,-,32,1,1,-,
,,3505,BLITAR,9,1,1,1.425,7,5,190,1,32,1,-,-,
,,3506,KEDIRI,2,-,-,-,1,1,135,1,32,1,-,-,
,,3507,MALANG,9,-,-,255,2,13,120,1,32,1,-,-,
,,3508,LUMAJANG,5,-,-,205,-,1,96,-,32,1,-,-,
,,3509,JEMBER,10,1,6,555,6,8,109,2,32,1,1,-,
,,3510,BANYUWANGI,2,-,-,230,5,5,93,-,32,1,-,-,
,,3511,BONDOWOSO,7,-,19,1.740,18,104,310,8,32,1,3,-,
,,3512,SITUBONDO,1,-,-,25,2,-,3,-,32,1,-,-,
,,3513,PROBOLINGGO,1,-,-,-,-,-,11,-,32,1,-,-,
,,3514,PASURUAN,6,1,-,55,-,-,121,-,32,1,1,-,
,,3515,SIDOARJO,9,1,2,1.415,-,-,467,1,32,1,-,-,
,,3516,MOJOKERTO,5,-,-,60,20,43,27,-,32,1,-,-,
,,3517,JOMBANG,8,-,2,51,1,10,99,1,32,1,-,-,
,,3518,NGANJUK,1,-,-,55,-,2,9,-,32,1,-,-,
,,3519,MADIUN,3,-,1,210,4,2,111,-,32,1,3,-,
,,3520,MAGETAN,4,1,1,705,-,95,48,1,32,1,-,-,
,,3521,NGAWI,2,1,1,-,-,-,5,-,32,1,-,-,
,,3522,BOJONEGORO,5,-,-,735,9,1,179,-,32,1,-,1,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten /
Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,33,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",33,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,33,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),33,1,(13),(14),
,,3523,TUBAN,2,-,-,110,-,3,30,-,33,1,-,-,
,,3524,LAMONGAN,5,-,2,540,11,12,100,3,33,1,1,-,
,,3525,GRESIK,5,1,1,660,1,7,205,-,33,1,1,-,
,,3526,BANGKALAN,1,-,-,190,-,3,56,2,33,1,3,-,
,,3527,SAMPANG,4,-,-,30,11,11,71,-,33,1,-,-,
,,3528,PAMEKASAN,14,-,5,2.339,13,41,764,6,33,1,2,1,
,,3529,SUMENEP,2,-,-,75,-,-,85,-,33,1,-,-,
,,3571,KOTA KEDIRI,1,-,-,192,20,3,25,-,33,1,-,-,
,,3572,KOTA BLITAR,1,-,-,-,-,-,5,-,33,1,-,-,
,,3575,KOTA PASURUAN,2,-,-,-,2,-,38,-,33,1,-,-,
,,3577,KOTA MADIUN,1,-,1,40,-,1,7,-,33,1,-,-,
,,3578,KOTA SURABAYA,1,-,-,-,-,-,95,-,33,1,-,-,
36,BANTEN,3601,PANDEGLANG,5,1,4,1.047,20,41,101,-,33,1,-,-,
,,3602,LEBAK,2,2,-,35,2,-,5,-,33,1,-,-,
,,3604,SERANG,2,-,-,449,6,37,65,-,33,1,1,-,
,,3673,KOTA SERANG,8,-,-,128,9,16,240,-,33,1,-,-,
51,BALI,5101,JEMBRANA,4,2,11,-,5,28,78,-,33,1,-,-,
,,5102,TABANAN,1,1,-,-,-,-,-,-,33,1,-,-,
,,5103,BADUNG,4,1,-,-,32,18,49,-,33,1,1,-,
,,5104,GIANYAR,1,2,1,-,-,1,-,-,33,1,-,-,
,,5105,KLUNGKUNG,2,-,-,7,19,-,-,-,33,1,-,-,
,,5107,KARANGASEM,1,-,-,-,2,4,5,-,33,1,-,-,
,,5108,BULELENG,4,1,-,-,4,18,5,1,33,1,2,-,
52,"NUSA
TENGGARA
BARAT",5201,LOMBOK BARAT,6,-,-,1.230,52,111,211,-,33,1,-,-,
,,5202,LOMBOK TENGAH,6,1,1,600,31,43,106,-,33,1,-,-,
,,5203,LOMBOK TIMUR,1,1,-,-,-,3,-,-,33,1,-,-,
,,5204,SUMBAWA,2,-,-,239,5,3,59,1,33,1,-,-,
,,5206,BIMA,1,-,-,472,19,-,51,1,33,1,1,1,
,,5207,SUMBAWA BARAT,1,-,-,40,-,1,9,-,33,1,-,-,
53,"NUSA
TENGGARA
TIMUR",5301,KUPANG,3,1,-,140,4,7,15,1,33,1,-,-,
,,5303,"TIMOR TENGAH
UTARA",1,-,-,550,22,27,70,2,33,1,3,-,
,,5304,BELU,1,-,-,64,6,-,11,-,33,1,1,-,
,,5305,ALOR,1,-,5,163,25,-,16,-,33,1,-,-,
,,5306,FLORES TIMUR,1,-,1,66,22,-,-,-,33,1,-,1,
,,5308,ENDE,1,-,-,36,-,6,3,-,33,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten /
Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,34,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",34,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,34,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),34,1,(13),(14),
,,5309,NGADA,1,-,-,105,6,20,-,-,34,1,-,1,
,,5310,MANGGARAI,1,-,-,228,-,-,61,-,34,1,-,-,
,,5314,ROTE NDAO,1,2,-,7,-,-,2,-,34,1,-,-,
,,5318,"SUMBA BARAT
DAYA",1,-,-,20,1,2,2,1,34,1,1,-,
,,5371,KOTA KUPANG,1,-,-,61,-,1,13,-,34,1,-,-,
61,"KALIMANTAN
BARAT",6112,KUBU RAYA,2,1,2,175,1,2,9,-,34,1,-,-,
,,6171,KOTA PONTIANAK,1,-,-,-,8,-,4,-,34,1,-,-,
63,"KALIMANTAN
SELATAN",6303,BANJAR,4,-,-,103,9,8,16,-,34,1,1,-,
64,"KALIMANTAN
TIMUR",6401,PASER,1,-,-,119,5,-,25,-,34,1,1,-,
,,6407,KUTAI BARAT,1,-,-,66,7,-,15,-,34,1,-,-,
,,6409,"PENAJAM PASER
UTARA",2,-,-,162,44,-,-,-,34,1,-,-,
71,"SULAWESI
UTARA",7102,MINAHASA,2,-,-,282,4,-,32,-,34,1,-,-,
,,7105,"MINAHASA
SELATAN",1,-,-,55,-,-,-,-,34,1,-,-,
72,"SULAWESI
TENGAH",7203,DONGGALA,1,-,-,32,6,-,5,-,34,1,-,-,
,,7206,MOROWALI,1,-,-,375,-,-,-,-,34,1,-,-,
,,7207,"BANGGAI
KEPULAUAN",1,-,-,56,1,2,11,-,34,1,-,-,
,,7209,TOJO UNA UNA,1,-,-,60,2,-,-,-,34,1,-,-,
73,"SULAWESI
SELATAN",7302,BULUKUMBA,2,-,-,75,-,2,18,-,34,1,-,-,
,,7304,JENEPONTO,1,-,-,170,9,4,17,-,34,1,-,-,
,,7305,TAKALAR,4,-,-,35,3,10,15,-,34,1,-,-,
,,7308,BONE,5,-,-,290,6,14,61,-,34,1,-,-,
,,7309,MAROS,3,-,-,80,1,13,7,-,34,1,-,-,
,,7310,"PANGKAJENE DAN
KEPULAUAN",3,-,-,115,1,17,5,-,34,1,-,-,
,,7311,BARRU,1,-,-,17,-,2,4,-,34,1,-,-,
,,7312,SOPPENG,2,9,8,105,22,-,-,-,34,1,-,-,
,,7313,WAJO,2,-,-,207,39,25,72,-,34,1,-,-,
,,7314,"SIDENRENG
RAPPANG",5,2,2,719,7,15,153,5,34,1,-,-,
,,7315,PINRANG,8,-,-,863,54,47,75,-,34,1,-,-,
,,7317,LUWU,3,-,-,173,-,6,37,-,34,1,-,-,
,,7322,LUWU UTARA,3,-,-,117,-,-,24,-,34,1,-,-,
"Kode
Wilayah
Provinsi","Nama
Provinsi","Kode
Wilayah
Kabupaten /
Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,35,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",35,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,35,1,,,
,,,,,,,,,,,,35,1,,,
(1),(2),"(3)
7324","(4)
LUWU TIMUR","(5)
2","(6)
-","(7)
-","(8)
309","(9)
39","(10)
8","(11)
16","(12)
-",35,1,"(13)
-","(14)
-",
,,,,,,,,,,,,35,1,,,
,,7372,KOTA PAREPARE,1,-,-,-,-,-,8,-,35,1,-,-,
74,"SULAWESI
TENGGARA",7402,KONAWE,2,-,-,195,14,9,46,-,35,1,-,-,
,,7407,WAKATOBI,1,-,2,74,5,8,5,-,35,1,-,-,
75,GORONTALO,7501,GORONTALO,1,-,-,33,9,-,1,-,35,1,-,-,
76,"SULAWESI
BARAT",7602,MAMUJU,1,-,-,27,2,1,5,-,35,1,-,-,
,,7603,MAMASA,1,-,-,108,3,2,23,-,35,1,-,-,
,,7604,POLEWALI MANDAR,2,1,2,50,-,8,2,1,35,1,-,-,
81,MALUKU,8102,"MALUKU
TENGGARA",1,-,-,700,36,55,49,-,35,1,-,-,
,,8103,"KEPULAUAN
TANIMBAR",1,-,-,95,-,-,17,-,35,1,-,-,
,,8105,"SERAM BAGIAN
TIMUR",1,-,-,150,2,-,13,-,35,1,-,-,
,,8107,KEPULAUAN ARU,2,-,-,45,4,-,14,-,35,1,-,-,
,,8109,BURU SELATAN,1,-,-,-,10,-,12,-,35,1,-,-,
,,8171,KOTA AMBON,3,3,3,-,-,-,34,-,35,1,-,-,
,,8172,KOTA TUAL,2,-,-,235,11,25,11,-,35,1,1,-,
82,"MALUKU
UTARA",8201,"HALMAHERA
BARAT",1,-,1,8,2,-,8,-,35,1,-,-,
,,8203,"HALMAHERA
UTARA",1,-,-,100,-,-,2,-,35,1,-,-,
,,8207,PULAU MOROTAI,1,-,-,25,-,5,-,-,35,1,-,-,
,,8208,PULAU TALIABU,3,-,8,244,3,-,7,-,35,1,-,-,
91,P A P U A,9103,JAYAPURA,1,1,-,-,-,-,-,-,35,1,-,-,
,,9105,KEPULAUAN YAPEN,1,-,-,31,-,-,6,-,35,1,-,-,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Jumlah
Kejadian",Korban,,,Kerusakan,,,,,,36,1,,,
,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan",36,1,,,
,,,(jiwa),,,(unit),,,,,,36,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),36,1,,,
11,ACEH,2,4,1,95,12,10,3,-,-,-,36,1,,,
12,SUMATERA UTARA,15,32,39,3.278,27,1,12,-,2,-,36,1,,,
13,SUMATERA BARAT,10,23,19,127,5,,5,-,-,-,36,1,,,
14,RIAU,1,-,-,41,13,,,-,-,-,36,1,,,
15,JAMBI,2,-,-,13,14,2,10,-,-,-,36,1,,,
16,SUMATERA SELATAN,1,-,-,67,,,,-,-,-,36,1,,,
17,BENGKULU,4,2,-,80,1,,5,-,-,-,36,1,,,
21,KEPULAUAN RIAU,1,-,-,170,,,,-,-,-,36,1,,,
32,JAWA BARAT,78,38,20,29.244,951,1.134,2.577,3,5,-,36,1,,,
33,JAWA TENGAH,19,18,11,4.742,140,71,64,1,2,-,36,1,,,
34,"DAERAH ISTIMEWA
YOGYAKARTA",5,-,,-,,2,16,-,-,-,36,1,,,
35,JAWA TIMUR,14,12,-,924,1,7,41,-,-,-,36,1,,,
36,BANTEN,7,2,1,1.744,50,17,175,-,-,-,36,1,,,
51,BALI,4,6,6,-,,1,,-,-,-,36,1,,,
52,"NUSA TENGGARA
BARAT",1,-,-,52,,,,-,-,-,36,1,,,
53,"NUSA TENGGARA
TIMUR",5,9,-,963,3,8,13,-,-,-,36,1,,,
63,"KALIMANTAN
SELATAN",1,-,-,35,,,12,-,-,-,36,1,,,
64,KALIMANTAN TIMUR,3,-,-,126,10,-,16,-,1,-,36,1,,,
65,KALIMANTAN UTARA,2,3,-,1.216,5,,5,-,-,-,36,1,,,
71,SULAWESI UTARA,1,-,-,40,8,,,-,-,-,36,1,,,
72,SULAWESI TENGAH,1,-,-,174,,,,-,-,-,36,1,,,
73,SULAWESI SELATAN,14,38,16,2.828,50,10,66,-,1,-,36,1,,,
75,GORONTALO,2,43,8,325,,,,-,-,-,36,1,,,
76,SULAWESI BARAT,3,-,1,6.929,58,39,176,-,-,-,36,1,,,
81,MALUKU,3,-,-,368,,,7,-,-,-,36,1,,,
82,MALUKU UTARA,4,1,-,190,,2,32,-,-,-,36,1,,,
92,PAPUA BARAT,1,4,1,1.080,8,,,0,0,0,36,1,,,
95,PAPUA PEGUNUNGAN,3,0,0,4.680,1146,,44,21,1,5,36,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,37,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",37,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,37,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),37,1,(13),(14),
11,ACEH,1104,ACEH TENGAH,1,4,-,66,9,10,-,-,37,1,-,-,
,,1112,"ACEH BARAT
DAYA",1,-,1,29,3,-,3,-,37,1,-,-,
12,"SUMATERA
UTARA",1202,TAPANULI UTARA,2,4,14,8,2,-,-,-,37,1,-,-,
,,1206,KARO,4,12,-,515,16,-,-,-,37,1,1,-,
,,1207,DELI SERDANG,2,10,24,37,5,-,1,-,37,1,1,-,
,,1211,DAIRI,2,-,,1.600,2,1,11,-,37,1,-,-,
,,1215,PAKPAK BHARAT,1,-,,1.095,-,-,-,-,37,1,-,-,
,,1217,SAMOSIR,1,1,,-,-,-,-,-,37,1,-,-,
,,1221,PADANG LAWAS,1,4,1,23,2,-,-,-,37,1,-,-,
,,1277,"KOTA PADANG
SIDEMPUAN",2,1,-,-,-,-,-,-,37,1,-,-,
13,"SUMATERA
BARAT",1302,SOLOK,2,13,12,77,-,-,-,-,37,1,-,-,
,,1305,"PADANG
PARIAMAN",3,5,1,-,-,-,-,-,37,1,-,-,
,,1306,AGAM,2,2,,-,-,-,-,-,37,1,-,-,
,,1307,"LIMA PULUH
KOTA",2,1,-,50,5,-,5,-,37,1,-,-,
,,1371,KOTA PADANG,1,2,6,-,-,-,-,-,37,1,-,-,
14,RIAU,1404,INDRAGIRI HILIR,1,-,-,41,13,-,-,-,37,1,-,-,
15,JAMBI,1502,MERANGIN,1,-,-,-,13,-,-,-,37,1,-,-,
,,1572,"KOTA SUNGAI
PENUH",1,-,-,13,1,2,10,-,37,1,-,-,
16,"SUMATERA
SELATAN",1609,"OGAN KOMERING
ULU SELATAN",1,-,-,67,-,-,-,-,37,1,-,-,
17,BENGKULU,1703,"BENGKULU
UTARA",1,1,-,-,-,-,-,-,37,1,-,-,
,,1704,KAUR,1,1,-,-,-,-,-,-,37,1,-,-,
,,1706,MUKO MUKO,1,-,-,80,1,-,-,-,37,1,-,-,
,,1771,KOTA BENGKULU,1,-,-,-,-,-,5,-,37,1,-,-,
21,"KEPULAUAN
RIAU",2103,NATUNA,1,-,-,170,-,-,-,-,37,1,-,-,
32,JAWA BARAT,3201,BOGOR,19,-,-,1.659,10,100,136,-,37,1,-,-,
,,3202,SUKABUMI,10,14,1,381,32,24,31,-,37,1,1,-,
,,3203,CIANJUR,7,2,5,20.074,808,886,2.126,2,37,1,2,-,
,,3204,BANDUNG,2,1,-,46,-,-,13,-,37,1,-,-,
,,3205,GARUT,2,3,-,35,1,3,5,-,37,1,1,-,
,,3206,TASIKMALAYA,3,-,-,492,11,4,51,-,37,1,-,-,
,,3207,CIAMIS,4,-,-,469,2,11,75,-,37,1,-,-,
,,3208,KUNINGAN,1,-,-,15,-,2,6,-,37,1,-,-,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,38,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",38,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,38,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),38,1,(13),(14),
,,3210,MAJALENGKA,1,1,-,10,-,-,-,-,38,1,-,-,
,,3211,SUMEDANG,1,-,,54,-,-,-,-,38,1,-,-,
,,3213,SUBANG,1,2,11,262,-,-,-,-,38,1,-,-,
,,3214,PURWAKARTA,8,-,1,2.158,45,35,42,-,38,1,1,-,
,,3216,BEKASI,1,-,-,80,7,6,1,-,38,1,-,-,
,,3217,BANDUNG BARAT,13,13,1,2.734,35,58,67,1,38,1,-,-,
,,3271,KOTA BOGOR,2,2,1,19,-,3,2,-,38,1,-,-,
,,3272,KOTA SUKABUMI,1,-,-,205,-,-,-,-,38,1,-,-,
,,3273,KOTA BANDUNG,1,-,-,64,-,-,-,-,38,1,-,-,
,,3276,KOTA DEPOK,1,-,,487,-,2,22,-,38,1,-,-,
33,JAWA TENGAH,3301,CILACAP,1,-,-,19,5,4,-,-,38,1,-,-,
,,3302,BANYUMAS,1,-,-,75,-,2,-,-,38,1,-,-,
,,3304,BANJARNEGARA,2,-,1,316,31,10,5,-,38,1,-,-,
,,3305,KEBUMEN,2,2,5,90,3,2,18,1,38,1,1,-,
,,3306,PURWOREJO,1,4,-,5,1,-,-,-,38,1,-,-,
,,3307,WONOSOBO,1,2,-,14,3,1,-,-,38,1,-,-,
,,3308,MAGELANG,1,-,4,85,-,1,6,-,38,1,-,-,
,,3313,KARANGANYAR,1,-,-,281,-,-,-,-,38,1,-,-,
,,3314,SRAGEN,1,5,-,65,1,-,-,-,38,1,-,-,
,,3323,TEMANGGUNG,2,2,1,20,1,2,1,-,38,1,-,-,
,,3324,KENDAL,1,1,-,5,-,1,-,-,38,1,-,-,
,,3327,PEMALANG,1,-,-,248,10,3,-,-,38,1,-,-,
,,3329,BREBES,3,-,-,3.519,85,45,34,-,38,1,1,-,
,,3372,"KOTA
SURAKARTA",1,2,-,-,-,-,-,-,38,1,-,-,
34,"DAERAH
ISTIMEWA
YOGYAKARTA",3401,KULON PROGO,3,-,,-,-,-,12,-,38,1,-,-,
,,3403,GUNUNGKIDUL,2,-,,-,-,2,4,-,38,1,-,-,
35,JAWA TIMUR,3501,PACITAN,1,1,-,-,-,-,1,-,38,1,-,-,
,,3503,TRENGGALEK,1,-,-,55,-,-,9,-,38,1,-,-,
,,3504,TULUNGAGUNG,1,-,-,-,-,-,6,-,38,1,-,-,
,,3505,BLITAR,1,3,-,-,-,-,-,-,38,1,-,-,
,,3507,MALANG,2,2,-,-,1,-,8,-,38,1,-,-,
,,3508,LUMAJANG,2,5,-,-,-,1,-,-,38,1,-,-,
,,3512,SITUBONDO,1,1,-,-,-,-,-,-,38,1,-,-,
,,3516,MOJOKERTO,1,-,-,35,-,6,1,-,38,1,-,-,
,,3517,JOMBANG,1,-,-,34,-,-,11,-,38,1,-,-,
,,3518,NGANJUK,1,-,-,750,-,-,-,-,38,1,-,-,
,,3528,PAMEKASAN,1,-,-,-,-,-,5,-,38,1,-,-,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,39,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",39,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,39,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),39,1,(13),(14),
,,3579,KOTA BATU,1,-,-,50,-,-,-,-,39,1,-,-,
36,BANTEN,3601,PANDEGLANG,2,-,-,44,-,2,11,-,39,1,-,-,
,,3602,LEBAK,3,2,1,1.625,50,5,164,-,39,1,-,-,
,,3674,"KOTA
TANGERANG
SELATAN",2,-,-,75,-,10,-,-,39,1,-,-,
51,BALI,5102,TABANAN,1,2,-,-,-,-,-,-,39,1,-,-,
,,5104,GIANYAR,1,2,-,-,-,1,-,-,39,1,-,-,
,,5106,BANGLI,1,1,3,-,-,-,-,-,39,1,-,-,
,,5107,KARANGASEM,1,1,3,-,-,-,-,-,39,1,-,-,
52,"NUSA
TENGGARA
BARAT",5208,LOMBOK UTARA,1,-,-,52,-,-,-,-,39,1,-,-,
53,"NUSA
TENGGARA
TIMUR",5308,ENDE,3,9,-,10,1,2,-,-,39,1,-,-,
,,5315,"MANGGARAI
BARAT",1,-,-,878,-,-,-,-,39,1,-,-,
,,5371,KOTA KUPANG,1,-,-,75,2,6,13,-,39,1,-,-,
63,"KALIMANTAN
SELATAN",6311,BALANGAN,1,-,-,35,-,-,12,-,39,1,-,-,
64,"KALIMANTAN
TIMUR",6402,"KUTAI
KARTANEGARA",1,-,-,86,5,-,11,-,39,1,1,-,
,,6471,"KOTA
BALIKPAPAN",1,-,-,20,5,-,-,-,39,1,-,-,
,,6472,"KOTA
SAMARINDA",1,-,-,20,-,-,5,-,39,1,-,-,
65,"KALIMANTAN
UTARA",6503,NUNUKAN,1,-,-,1.166,-,-,-,-,39,1,-,-,
,,6571,KOTA TARAKAN,1,3,-,50,5,-,5,-,39,1,-,-,
71,"SULAWESI
UTARA",7171,KOTA MANADO,1,-,-,40,8,-,-,-,39,1,-,-,
72,"SULAWESI
TENGAH",7208,"PARIGI
MOUTONG",1,-,-,174,-,-,-,-,39,1,-,-,
73,"SULAWESI
SELATAN",7302,BULUKUMBA,1,1,-,-,-,-,-,-,39,1,-,-,
,,7306,GOWA,1,-,-,115,-,-,-,-,39,1,-,-,
,,7307,SINJAI,1,-,-,116,1,1,30,-,39,1,1,-,
,,7311,BARRU,1,-,-,1.279,-,-,17,-,39,1,-,-,
,,7315,PINRANG,1,-,-,218,5,4,4,-,39,1,-,-,
,,7316,ENREKANG,1,-,-,101,-,-,-,-,39,1,-,-,
,,7317,LUWU,4,14,8,720,31,5,15,-,39,1,-,-,
,,7318,TANA TORAJA,2,20,2,99,11,-,-,-,39,1,-,-,
,,7326,TORAJA UTARA,2,3,6,180,2,-,-,-,39,1,-,-,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama
Kabupaten/Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,40,1,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi &
Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",40,1,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,40,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),40,1,(13),(14),
75,GORONTALO,7501,GORONTALO,1,1,-,-,-,-,-,-,40,1,-,-,
,,7503,BONE BOLANGO,1,42,8,325,-,-,-,-,40,1,-,-,
76,"SULAWESI
BARAT",7603,MAMASA,2,-,1,2.079,58,39,176,-,40,1,-,-,
,,7604,"POLEWALI
MANDAR",1,-,-,4.850,-,-,-,-,40,1,-,-,
81,MALUKU,8171,KOTA AMBON,3,-,-,368,-,-,7,-,40,1,-,-,
82,"MALUKU
UTARA",8203,"HALMAHERA
UTARA",1,1,-,-,-,-,-,-,40,1,-,-,
,,8204,"HALMAHERA
SELATAN",1,-,-,-,-,-,10,-,40,1,-,-,
,,8271,KOTA TERNATE,1,-,-,-,-,2,22,-,40,1,-,-,
,,8272,"KOTA TIDORE
KEPULAUAN",1,-,-,190,-,-,-,-,40,1,-,-,
92,PAPUA BARAT,9212,"PEGUNUNGAN
ARFAK",1,4,1,1.080,8,-,-,-,40,1,-,-,
95,"PAPUA
PEGUNUNGAN",9502,"KAB
PEGUNUNGAN
BINTANG",2,-,-,1.724,13,-,44,21,40,1,1,5,
,,9503,YAHUKIMO,1,-,-,2.956,1.133,-,-,-,40,1,-,-,
"Kode Wilayah
Provinsi",Nama Provinsi,Jumlah Kejadian,Korban,,,Kerusakan,,,,,,42,1,,,
,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan","Fasilitas
Peribadatan","Fasilitas
Kesehatan",42,1,,,
,,,(jiwa),,,(unit),,,,,,42,1,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),42,1,,,
17,BENGKULU,1,-,-,575,8,19,88,-,3,-,42,1,,,
32,JAWA BARAT,5,1,157,66.619,937,2.042,4.950,78,51,9,42,1,,,
33,JAWA TENGAH,3,-,14,1.281,13,30,235,15,5,1,42,1,,,
34,"DAERAH
ISTIMEWA
YOGYAKARTA",1,-,-,215,1,,76,1,-,-,42,1,,,
35,JAWA TIMUR,2,-,8,46.614,943,1.618,3.947,104,199,5,42,1,,,
36,BANTEN,1,-,-,40,,2,2,2,-,-,42,1,,,
51,BALI,1,-,-,-,11,14,,4,6,-,42,1,,,
52,"NUSA
TENGGARA
BARAT",1,-,-,32,,,8,-,-,-,42,1,,,
72,"SULAWESI
TENGAH",2,-,2,100,1,6,14,1,2,2,42,1,,,
82,MALUKU UTARA,1,-,-,1.044,2,64,,-,1,-,42,1,,,
"Kode
Wilayah
Provinsi",Nama Provinsi,"Kode
Wilayah
Kabupaten
/ Kota","Nama Kabupaten
/ Kota","Jumlah
Kejadian",Korban,,,Kerusakan,,,,42,2,,,
,,,,,"Meninggal
& Hilang","Luka /
Sakit","Mengungsi
& Terdampak","Rumah
Rusak
Berat","Rumah
Rusak
Sedang","Rumah
Rusak
Ringan","Fasilitas
Pendidikan",42,2,"Fasilitas
Peribadatan","Fasilitas
Kesehatan",
,,,,,(jiwa),,,(unit),,,,42,2,,,
(1),(2),(3),(4),(5),(6),(7),(8),(9),(10),(11),(12),42,2,(13),(14),
